	amicus	argDate	argMonth	argYear	caseName	cutoffs_ALL	cutoffs_BREYER	cutoffs_GINSBURG	cutoffs_KENNEDY	cutoffs_ROBERTS	cutoffs_SCALIA	decDate	majVotes	minVotes	winner	words_BREYER	words_GINSBURG	words_KENNEDY	words_ROBERTS	words_SCALIA
13-1010	0	11, 2014	11	2014	M&G Polymers USA, LLC v. Tackett	-8.0	1.0	-0.6	-1.0	1.0	-0.2		9	0	0	-0.46987951807228917	-0.5603217158176944	-0.5666666666666667	0.6607773851590106	-0.6805555555555556
13-1019	0	01, 2015	01	2015	Mach Mining v. Equal Employment Opportunity Commission	12.0	-0.1111111111111111	-1.0	0.3333333333333333	0.8888888888888888	0.29411764705882354		NaN	NaN	NaN	0.3064687168610817	-0.7927927927927928	-0.022044088176352707	0.818639798488665	0.46588235294117647
13-1032	0	12, 2014	12	2014	Direct Marketing Association v. Brohl	3.0	0.42857142857142855	-0.3333333333333333	-0.3333333333333333	1.0	0.0		NaN	NaN	NaN	0.12514619883040937	0.1069182389937107	0.20496894409937888	0.36231884057971014	0.22371967654986524
13-1034	0	01, 2015	01	2015	Mellouli v. Holder	13.0	0.42857142857142855	-0.6666666666666666	0.0	1.0	-0.6		NaN	NaN	NaN	0.4933920704845815	-0.1018867924528302	0.0	0.22857142857142856	-0.4690721649484536
13-1041	0	12, 2014	12	2014	Perez v. Mortgage Bankers Association	-11.0	-1.0	0.42857142857142855	-0.6	-0.75	-0.45454545454545453		NaN	NaN	NaN	-0.6070381231671554	0.5485436893203883	-0.31448763250883394	-0.4310850439882698	-0.48249027237354086
13-1074	0	12, 2014	12	2014	United States v. Wong	-2.0	-0.5	-0.5	1.0	1.0	0.07692307692307693		NaN	NaN	NaN	-0.46895640686922063	-0.17415730337078653	1.0	0.8470588235294118	0.3680672268907563
13-1075	0	12, 2014	12	2014	United States v. June	-2.0	-1.0	-0.3333333333333333	0.0	1.0	0.2		NaN	NaN	NaN	-1.0	-0.5550755939524838	-1.0	0.2290909090909091	0.34579439252336447
13-1080	0	12, 2014	12	2014	Department of Transportation v. Association of American Railroads	-9.0	0.2727272727272727	1.0	-1.0	-1.0	-0.5555555555555556		NaN	NaN	NaN	0.17139852786540483	0.0625	-1.0	-0.916083916083916	-0.3393124065769806
13-1174	0	12, 2014	12	2014	Gelboim v. Bank of America Corporation	-9.0	-0.8461538461538461	0.4444444444444444	-0.6	0.2	0.5		9	0	1	-0.03538928210313448	0.2106951871657754	-0.3769230769230769	0.33548387096774196	0.9179487179487179
13-1211	-1	12, 2014	12	2014	Hana Financial, Inc. v. Hana Bank	-12.0	0.0	-0.3333333333333333	0.2	-1.0	-0.3333333333333333		9	0	0	0.0	-0.6149312377210217	0.07042253521126761	-0.5787139689578714	-0.5170454545454546
13-1371	-1	01, 2015	01	2015	Texas Department of Housing and Community Affairs v. The Inclusive Communities Project, Inc.	3.0	-0.5	0.0	1.0	1.0	0.3333333333333333		NaN	NaN	NaN	-0.13105413105413105	-0.39622641509433965	1.0	0.8335766423357664	-0.36964078794901506
13-1499	0	01, 2015	01	2015	Williams-Yulee v. The Florida Bar	-5.0	0.3333333333333333	-0.5	-1.0	0.3333333333333333	0.5		NaN	NaN	NaN	0.2304394426580922	-0.26031746031746034	-1.0	0.6987295825771325	0.41309255079006774
13-212	0	04, 2014	04	2014	United States v. Wurie	20.0	-0.6	0.0	0.25	1.0	1.0		9	0	0	-0.5267770204479065	0.23870967741935484	0.19310344827586207	0.5411140583554377	0.9256198347107438
13-271	0	01, 2015	01	2015	Oneok Inc. v. Learjet, Inc.	-20.0	-0.6666666666666666	-1.0	-0.5	0.3333333333333333	0.3333333333333333		NaN	NaN	NaN	0.14995715509854327	-1.0	-0.34210526315789475	0.4230769230769231	0.8631578947368421
13-352	1	12, 2014	12	2014	B&B Hardware, Inc. v. Hargis Industries, Inc.	16.0	0.2	-1.0	1.0	1.0	1.0		NaN	NaN	NaN	-0.06432748538011696	-0.7282608695652174	0.7789473684210526	0.5714285714285714	0.36769759450171824
13-433	1	10, 2014	10	2014	Integrity Staffing Solutions, Inc. v. Busk	5.0	0.0	0.0	-1.0	1.0	0.3333333333333333		9	0	1	-0.052878965922444184	-0.3710691823899371	-1.0	0.7123595505617978	0.32938856015779094
13-435	-1	11, 2014	11	2014	Omnicare, Inc. v. Laborers District Council Construction Industry Pension Fund	0.0	-0.2	-0.6666666666666666	0.0	0.3333333333333333	0.0		NaN	NaN	NaN	-0.13459399332591768	-0.3333333333333333	-0.46218487394957986	0.27877237851662406	-1.0
13-502	0	01, 2015	01	2015	Reed v. Town of Gilbert, Arizona	-4.0	-0.25	0.6	-1.0	-1.0	0.2857142857142857		NaN	NaN	NaN	0.08706467661691543	0.6470588235294118	-1.0	-0.8489425981873112	0.771712158808933
13-517	-1	10, 2014	10	2014	Warger v. Shauers	-14.0	0.0	-1.0	-1.0	-0.14285714285714285	-0.5		9	0	0	0.0	-0.8113207547169812	-1.0	-0.26905829596412556	-0.6976744186046512
13-534	0	10, 2014	10	2014	North Carolina Board of Dental Examiners v. Federal Trade Commission	-3.0	-0.38461538461538464	-0.75	0.3333333333333333	0.0	0.6666666666666666		NaN	NaN	NaN	0.17153024911032028	-0.8128898128898129	0.08943089430894309	-0.07924528301886792	0.5454545454545454
13-553	0	12, 2014	12	2014	Alabama Department of Revenue v. CSX Transportation, Inc.	-5.0	0.1111111111111111	0.0	-1.0	-0.42857142857142855	-1.0		NaN	NaN	NaN	-0.11901081916537867	0.4567901234567901	0.13924050632911392	-0.1937984496124031	-1.0
13-604	-1	10, 2014	10	2014	Heien v. North Carolina	3.0	0.6666666666666666	-1.0	-1.0	-1.0	0.0		8	1	0	0.7183098591549296	0.29442970822281167	-0.5786802030456852	0.08778625954198473	-0.4001823154056518
13-628	0	11, 2014	11	2014	Zivotofsky v. Kerry	0.0	-0.6666666666666666	0.0	0.5	1.0	0.7142857142857143		NaN	NaN	NaN	-0.34281200631911535	-0.054313099041533544	-0.4122137404580153	0.6265560165975104	0.02413793103448276
13-6827	1	10, 2014	10	2014	Holt v. Hobbs	6.0	1.0	0.0	0.0	-1.0	-0.2		9	0	1	1.0	-0.04218362282878412	-1.0	-0.8783783783783784	-0.4662045060658579
13-684	1	11, 2014	11	2014	Jesinoski v. Countrywide Home Loans, Inc.	3.0	1.0	0.0	-0.2	-1.0	0.0		9	0	1	1.0	0.18681318681318682	0.05352112676056338	0.08955223880597014	-0.4019138755980861
13-7120	0	11, 2014	11	2014	Johnson v. United States	9.0	0.38461538461538464	0.3333333333333333	0.0	1.0	0.0		NaN	NaN	NaN	0.4965197215777262	0.25874125874125875	0.0	0.7115987460815048	-1.0
13-719	0	10, 2014	10	2014	Dart Cherokee Basin Operating Company, LLC v. Owens	9.0	0.38461538461538464	1.0	-1.0	0.0	0.3333333333333333		5	4	1	0.6297918948521358	0.7361282367447596	-1.0	0.02912621359223301	-0.7726618705035971
13-7211	0	10, 2015	10	2015	Jennings v. Stephens	1.0	-0.2727272727272727	0.1111111111111111	-1.0	0.6	1.0		6	3	1	0.12555066079295155	0.12788906009244994	-0.17689530685920576	0.4279475982532751	-0.14935988620199148
13-7451	0	11, 2014	11	2014	Yates v. United States	7.0	0.42857142857142855	0.3333333333333333	0.3333333333333333	1.0	0.5555555555555556		NaN	NaN	NaN	0.11798839458413926	-0.2366412213740458	-0.05466237942122187	0.5924170616113744	0.821522309711286
13-854	-1	10, 2014	10	2014	Teva Pharmaceuticals USA, Inc. v. Sandoz, Inc.	12.0	0.7777777777777778	0.5	-0.5	1.0	0.5		7	2	1	0.5779816513761468	-0.07692307692307693	-0.625	0.21774193548387097	-0.0033222591362126247
13-894	0	11, 2014	11	2014	Department of Homeland Security v. MacLean	-1.0	0.0	-1.0	0.6666666666666666	-0.7142857142857143	0.16666666666666666		7	2	0	0.0077628793225123505	-1.0	0.3560606060606061	-0.4147368421052632	-0.17580340264650285
13-895	0	11, 2014	11	2014	Alabama Legislative Black Caucus v. Alabama	-5.0	-0.5	1.0	0.0	-1.0	-0.6363636363636364		NaN	NaN	NaN	0.03949044585987261	0.16334661354581673	0.0019646365422396855	-0.39759036144578314	-0.7308411214953271
13-9026	0	12, 2014	12	2014	Whitfield v. United States	-13.0	0.14285714285714285	-0.6	-0.6	1.0	-0.5714285714285714		9	0	0	0.15402298850574714	-0.9595959595959596	-0.05527638190954774	0.6344827586206897	-0.612141652613828
13-935	1	01, 2015	01	2015	Wellness International Network, Limited v. Sharif	-11.0	0.42857142857142855	1.0	-0.5	-1.0	-0.5294117647058824		NaN	NaN	NaN	0.3816489361702128	0.452991452991453	-0.024390243902439025	-0.8571428571428571	-0.2080536912751678
13-975	0	11, 2014	11	2014	T-Mobile South, LLC v. City of Roswell	8.0	0.3333333333333333	-0.5	0.3333333333333333	-1.0	0.8181818181818182		6	3	1	0.02835538752362949	-0.3240418118466899	-0.06912442396313365	-0.7343173431734318	0.47487844408427876
13-983	0	12, 2014	12	2014	Elonis v. United States	-8.0	0.3333333333333333	1.0	-0.2727272727272727	0.2727272727272727	-0.8888888888888888		NaN	NaN	NaN	0.13245546088303642	-0.6181818181818182	0.11608961303462322	0.18711656441717792	-0.7740963855421686
13-9972	0	01, 2015	01	2015	Rodriguez v. United States	12.0	1.0	0.5	-1.0	0.2	-0.15789473684210525		NaN	NaN	NaN	0.7233259749816041	-0.34491315136476425	-1.0	-0.3709677419354839	-0.46954314720812185
14-15	1	01, 2015	01	2015	Armstrong v. Exceptional Child Center, Inc.	-2.0	0.3333333333333333	0.2	-1.0	0.2	0.6		NaN	NaN	NaN	0.3309608540925267	0.03944315545243619	-1.0	0.4199475065616798	0.8049886621315193
